#AccessRule,user,domain,typeId,permission,principal,permissionList,state,allExceptPrincipal
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,HARDWARE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,MANUFACTURE_REPRESENT,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,MATERIAL_CONTROL,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PROCESS_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PROCUREMENT_REPRESENT,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PRODUCT_DATA_ENGINGEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PRODUCT_DECISION_COMMITTEE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PRODUCT_MANAGER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PRODUCT_QUALITY_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PRODUCT_SAFE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PROJECT MANAGER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,PROJECT_ASSISTANT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,QUALITY_REPRESENTATIVE,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,RELIABILITYENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,SOFTWARE ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,STRUCTURAL_DESIGN_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,SUPPLIER_UQALITY_MANAGEMENT,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,SYSTEM_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,TEST_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,THERMAL-MANAGEMENT_EMULATE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,WICKING_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/研发过程文档,WCTYPE|wt.doc.WTDocument|com.ptc.ReferenceDocument|com.CATLBattery.rdDoc,+,teamMembers,7,RELEASED,false
#AccessRule,user,domain,typeId,permission,principal,permissionList,state,allExceptPrincipal
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_EE_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_HARNESS_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_MANUFACTURER_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_MCAD_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_PROCESS_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_QUALITY_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_SE_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CATL_THERMAL_EMULATION_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CERTIFICATION_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,CUSTOMER_SERVICE_REPRESENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,DEVELOP_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,DOCUMENT_CONTROLLER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,EE_SYSTEM_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,HARDWARE_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,MANUFACTURE_REPRESENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,MATERIAL_CONTROL,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,POST_SALES_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PROCESS_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PROCUREMENT_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PRODUCTION_SUPERVISOR,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PRODUCT_DATA_ENGINGEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PRODUCT_DECISION_COMMITTEE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PRODUCT_MANAGER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PRODUCT_QUALITY_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PRODUCT_SAFE_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PROJECT MANAGER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,PROJECT_ASSISTANT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,QUALITY_REPRESENTATIVE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,RELIABILITYENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,STANDARDIZATION_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,STRUCTURAL_DESIGN_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,SUPPLIER_UQALITY_MANAGEMENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,SYSTEM_ENGINEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,TEST_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,THERMAL-MANAGEMENT_EMULATE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,WICKING_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/线束AutoCAD图纸,WCTYPE|wt.doc.WTDocument|com.CATLBattery.CATLDocument|com.CATLBattery.autocadDrawing,+,teamMembers,7,RELEASED,false
#AccessRule,user,domain,typeId,permission,principal,permissionList,state,allExceptPrincipal
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,BATTERY_CELL_PM,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,BUSINESS_ATTACH,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_EE_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_HARNESS_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_MANUFACTURER_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_MCAD_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_PMO,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_PROCESS_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_QUALITY_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_SALES,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_SERVICE_READER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_SE_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CATL_THERMAL_EMULATION_READER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CERTIFICATION_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,COMPONENT_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,COST_ENGINGEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,CUSTOMER_SERVICE_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,DEVELOP_REPRESENT,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,DOCUMENT_CONTROLLER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,EE_SYSTEM_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,EQUIPMENT_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,FINANCIAL_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,HARDWARE_ENGINEER,0/2/10/13,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,INDUSTRIAL ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,MANUFACTURE_REPRESENT,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,MARKETING_REPRESENTATIVE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,MATERIAL_CONTROL,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PLAN_CONTROL,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,POST_SALES_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PROCESS_ENGINEER,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PROCUREMENT_REPRESENT,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PRODUCTION_SUPERVISOR,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PRODUCT_DATA_ENGINGEER,0/10,ALL,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PRODUCT_DECISION_COMMITTEE,0/10,RELEASED,false
AccessRule,,[/wt.inf.container.OrgContainer=CATL/wt.pdmlink.PDMLinkProduct=PLM二期测试库]/Default/CATLDefault/零部件,WCTYPE|wt.part.WTPart|com.CATLBattery.CATLPart,+,PRODUCT_MANAGER,0/10,RELEASED,false
