#UserGroup,user,groupName,,userName,DirectoryService
UserGroup,,线束组,,60000866,
UserGroup,,线束组,,60009652,
UserGroup,,线束组,,60008012,
UserGroup,,线束组,,60011147,
UserGroup,,线束组,,60000176,
UserGroup,,线束组,,60010109,
UserGroup,,线束组,,60010140,
UserGroup,,线束组,,60010143,
UserGroup,,线束组,,60009659,
UserGroup,,线束组,,60002702,
UserGroup,,线束组,,60007567,
UserGroup,,线束组,,60010111,
UserGroup,,线束组,,60006510,
UserGroup,,线束组,,60008810,
UserGroup,,线束组,,60009633,
UserGroup,,线束组,,60008815,
UserGroup,,线束组,,60009638,
UserGroup,,线束组,,60010158,
UserGroup,,线束组,,60008819,
UserGroup,,线束组,,60008814,
UserGroup,,线束组,,60008593,
UserGroup,,线束组,,60010125,
UserGroup,,线束组,,60010116,
UserGroup,,线束组,,60010114,
UserGroup,,线束组,,60006225,
UserGroup,,线束组,,60001278,
UserGroup,,线束组,,60003153,
UserGroup,,线束组,,60007786,
UserGroup,,线束组,,60010142,
UserGroup,,线束组,,60008165,
UserGroup,,线束组,,60009657,
UserGroup,,线束组,,60008808,
UserGroup,,线束组,,60011547,
UserGroup,,线束组,,60008813,
UserGroup,,线束组,,60000336,
UserGroup,,线束组,,60000359,
