#AddPrincipalToRole,containerClass,containerName,role,principalNameOrDN,serviceName,useSharedTeam
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,测试工程师,60007076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,设备工程师,60001336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,物料控制专员,60002150,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,财务代表,60000492,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,商务专员,60000429,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,售后工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZJH,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,项目助理,60000061,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,项目助理,60000302,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,销售代表,60001991,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,产品安全工程师,60001140,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,可靠性工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,供应商质量管理工程师,60001861,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,系统工程师,60002390,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,系统工程师,60002488,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,EE系统工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,EE系统工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,EE系统工程师,60009675,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,软件工程师,60004879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,软件工程师,60000361,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,软件工程师,60006007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,硬件工程师,60000122,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,线束工程师,60004942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,线束工程师,60000535,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,线束工程师,60007824,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,线束工程师,60005810,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,结构工程师,60006005,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,结构工程师,60009664,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,结构工程师,60002653,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,结构工程师,60003035,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,结构工程师,60002152,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,认证工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,热管理&仿真工程师,60000176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,测试工程师,60007076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,电芯PM,60004557,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,制造代表,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,制造代表,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,制造代表,60000113,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,设备工程师,60001336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,计划控制专员,60003060,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,物料控制专员,60002150,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,物料控制专员,60002831,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,生产主管,60000321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,生产主管,60000212,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,生产主管,60000219,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,财务代表,60000492,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,成本工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,客服代表,60005691,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,客服代表,60006296,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,商务专员,60000447,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,商务专员,60000429,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,售后工程师,60006294,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,NJL,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,项目经理,60001942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,项目助理,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,市场代表,60008913,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,销售代表,60002995,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,产品安全工程师,60001140,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,可靠性工程师,60001140,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,系统工程师,60008137,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,EE系统工程师,60000032,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,软件工程师,60007724,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,硬件工程师,60000032,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,线束工程师,60007824,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,结构工程师,60002586,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,热管理&仿真工程师,60000109,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,工业工程师,60000667,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,生产主管,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,财务代表,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,客服代表,60005691,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,商务专员,60000490,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,售后工程师,60009894,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,SDL,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,项目经理,60000018,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,项目助理,60000312,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,项目助理,60000280,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,销售代表,60001991,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,销售代表,60000333,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,质量代表,60005553,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,质量代表,60000419,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品质量工程师,60005553,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品质量工程师,60000419,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品安全工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品安全工程师,60002147,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,可靠性工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,供应商质量管理工程师,60001861,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,开发代表,60000371,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,系统工程师,60002488,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,系统工程师,60000371,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,EE系统工程师,60000125,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,软件工程师,60007724,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,软件工程师,60000408,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,硬件工程师,60000411,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,线束工程师,60005810,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,线束工程师,60001072,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,结构工程师,60003035,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,结构工程师,60002857,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,结构工程师,60000415,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,结构工程师,60009661,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,认证工程师,60000289,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,热管理&仿真工程师,60002708,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,热管理&仿真工程师,60002702,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,测试工程师,60007076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,测试工程师,60000289,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,电芯PM,60002261,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,制造代表,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,工艺工程师,60001405,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,设备工程师,60001336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,设备工程师,60001334,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,工业工程师,60001305,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,计划控制专员,60002593,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,物料控制专员,60002150,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,采购代表,60003158,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,财务代表,60000492,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,财务代表,60007723,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,成本工程师,60007723,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,客服代表,60000051,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,商务专员,60000429,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,售后工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品经理,60000003,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,HJL,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,项目助理,60000312,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,销售代表,60008914,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,质量代表,60009833,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,产品质量工程师,60009833,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,产品安全工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,可靠性工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,PMO,60001351,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,系统工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,EE系统工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,软件工程师,60004879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,硬件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,线束工程师,60005810,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,结构工程师,60007197,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,测试工程师,60007076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,电芯PM,60002281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,制造代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,工艺工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,设备工程师,60001339,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,设备工程师,60001336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,物料控制专员,60002150,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,财务代表,60000492,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,商务专员,60000429,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,售后工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,TJN,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,项目经理,60002856,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,项目助理,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,市场代表,60001989,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,销售代表,60001989,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,产品安全工程师,60002147,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,可靠性工程师,60002147,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,JHA,供应商质量管理工程师,,,
