#AddPrincipalToRole,containerClass,containerName,role,principalNameOrDN,serviceName,useSharedTeam
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,EE系统工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,EE系统工程师,60009457,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,EE系统工程师,60008793,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,软件工程师,60002632,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,软件工程师,60006501,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,软件工程师,60007724,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,软件工程师,60006007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,软件工程师,60004704,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,软件工程师,60004879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,硬件工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,硬件工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,元器件工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,元器件工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,元器件工程师,60009457,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,元器件工程师,60008793,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,60000535,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,60000843,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,60000336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,60007824,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,60005810,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束工程师,60004942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60000470,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60003035,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60009662,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60000416,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60000434,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60006005,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60009664,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60002817,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60000415,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60000432,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构工程师,60003153,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,认证工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,热管理&仿真工程师,60000176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,测试工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60002257,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60002911,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60002246,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60002816,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60005636,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60002269,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,电芯PM,60002270,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,制造代表,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,制造代表,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,制造代表,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60000340,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60002650,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60004569,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60001405,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60006009,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60009655,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60008599,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60000013,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺工程师,60001577,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,设备工程师,60001334,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,设备工程师,60001337,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工业工程师,60000667,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,计划控制专员,60006500,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,计划控制专员,60002649,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,生产主管,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,采购代表,60001935,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,财务代表,60000585,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,客服代表,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,客服代表,60004572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,客服代表,60000877,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,商务专员,60007571,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,商务专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,售后工程师,60004572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,售后工程师,60009524,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,售后工程师,60000877,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZG,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目经理,60000009,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目助理,60000275,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目助理,60000868,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目助理,60001074,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目助理,60007822,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目助理,60009034,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,项目助理,60006293,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,市场代表,60005931,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,质量代表,60009902,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品质量工程师,60009902,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品安全工程师,60002229,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品安全工程师,60009669,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品安全工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品安全工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,可靠性工程师,60002229,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,可靠性工程师,60009669,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,可靠性工程师,60000067,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,可靠性工程师,60006879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,供应商质量管理工程师,60001861,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,供应商质量管理工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,PMO,60001834,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,PMO,60007572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,开发代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,系统工程师,60002828,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,系统工程师,60008320,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,系统工程师,60003152,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,系统工程师,60003203,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,系统工程师,60002390,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,系统工程师,60001073,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,EE系统工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,EE系统工程师,60009457,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,EE系统工程师,60008793,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,软件工程师,60002632,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,软件工程师,60006501,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,软件工程师,60007724,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,软件工程师,60006007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,软件工程师,60004704,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,软件工程师,60004879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,硬件工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,硬件工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,元器件工程师,60000154,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,元器件工程师,60000410,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,元器件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,元器件工程师,60009457,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,元器件工程师,60008793,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,60000535,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,60000843,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,60000336,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,60007824,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,60005810,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束工程师,60004942,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60000470,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60003035,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60009662,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60000416,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60000434,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60006005,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60009664,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60002817,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60000415,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60000432,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构工程师,60003153,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,认证工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,认证工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,热管理&仿真工程师,60000176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,热管理&仿真工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,测试工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,测试工程师,60000394,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60002257,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60002911,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60002246,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60002816,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60005636,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60002269,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,电芯PM,60002270,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品数据工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,标准化工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,制造代表,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,制造代表,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,制造代表,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60000340,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60002650,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60004569,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60001405,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60006009,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60009655,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60008599,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60000013,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺工程师,60001577,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,设备工程师,60001334,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,设备工程师,60001337,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工业工程师,60000667,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,计划控制专员,60006500,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,计划控制专员,60002649,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,物料控制专员,60000879,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,生产主管,60000222,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,生产主管,60000040,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,采购代表,60001935,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,财务代表,60000585,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,成本工程师,60000907,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,客服代表,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,客服代表,60004572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,客服代表,60009524,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,客服代表,60000877,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,商务专员,60007571,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,商务专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,售后工程师,60000221,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,售后工程师,60004572,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,售后工程师,60009524,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,售后工程师,60000877,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品经理,60000107,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,产品决策委员会,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,EE浏览者,EE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,SE组浏览者,SE组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,测试组浏览者,测试组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,工艺组浏览者,工艺组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,结构组浏览者,结构组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,客服组浏览者,客服组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,热管理仿真组浏览者,热管理仿真组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,设备组浏览者,设备组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,线束组浏览者,线束组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,制造组浏览者,制造组,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ZZT,质量组浏览者,质量组,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,项目经理,60001022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,项目助理,60002829,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,产品安全工程师,60012356,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,可靠性工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,供应商质量管理工程师,60001861,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,PMO,60008598,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,开发代表,60000225,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,系统工程师,60000225,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,EE系统工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,软件工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,硬件工程师,60004945,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,元器件工程师,60004945,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,线束工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,结构工程师,60000227,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,认证工程师,60011003,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,热管理&仿真工程师,60002702,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,测试工程师,60000517,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,电芯PM,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,产品数据工程师,60000225,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,标准化工程师,60011003,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,制造代表,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,工艺工程师,60008787,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,设备工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,工业工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,计划控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,物料控制专员,60000129,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,物料控制专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,生产主管,60000076,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,采购代表,60011307,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,采购代表,60003176,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,财务代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,成本工程师,60010723,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,客服代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,商务专员,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,售后工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,产品经理,60000287,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,EAB,产品决策委员会,,,
,,,,,,
,,,,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目经理,60001022,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目经理,60000012,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目经理,60000007,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目助理,60002829,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目助理,60000281,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目助理,60000325,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目助理,60000156,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目助理,60002827,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,项目助理,60000312,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,市场代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,市场代表,60002117,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,60008321,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,60000883,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,60001988,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,60004019,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,销售代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,质量代表,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,产品质量工程师,,,
AddPrincipalToRole,wt.pdmlink.PDMLinkProduct,ESS,产品安全工程师,,,
